,client_id,gender,car_owner,property_owner,number_of_children,annual_income,income_type,education,marital_status,housing_type,employed_days,work_phone,phone,email_id,number_of_family_members,label,age_in_years,years_of_experience,employment_status
210,5125158,M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-1748,0,0,0,3,0,32.794520547945204,2.1883877846237425,Employed
212,5062688,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-875,1,0,1,2,0,55.1013698630137,1.5483088432133307,Employed
213,5105685,F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-2805,1,1,0,4,0,38.71780821917808,2.772170901450579,Employed
214,5115984,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,-2477,0,0,0,4,0,36.09315068493151,2.6050530454988845,Employed
215,5085769,F,N,Y,0,234600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1477,0,0,0,2,0,52.9041095890411,2.011610136797325,Employed
216,5065363,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-1782,0,1,0,2,0,28.8,2.2095682340271634,Employed
217,5140074,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-431,0,0,0,2,0,41.43561643835616,1.0866563016005655,Employed
218,5067643,F,N,Y,0,171000.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,2,0,54.68767123287671,2.313154757362086,Unemployed
219,5091963,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,-1416,1,0,0,2,0,51.53150684931507,1.9696324669324783,Employed
220,5053637,F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,365243,0,0,0,1,0,60.12054794520548,2.313154757362086,Unemployed
221,5067149,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,-263,0,0,0,4,0,38.271232876712325,0.8488509558252729,Employed
222,5096424,M,Y,N,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,-2349,0,1,0,1,0,31.838356164383562,2.5368516784306023,Employed
223,5046283,F,N,Y,0,67050.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,2,0,66.58904109589041,2.313154757362086,Unemployed
224,5029348,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-412,0,0,0,2,0,29.97808219178082,1.0624345265886606,Employed
226,5028917,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1787,0,0,0,2,0,47.12876712328767,2.212665905860825,Employed
227,5117778,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-1345,0,0,0,1,0,39.47123287671233,1.91961754181642,Employed
228,5095310,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-3717,0,0,0,2,0,33.75890410958904,3.1911693223386965,Employed
229,5050655,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1048,1,1,0,2,0,40.18356164383562,1.6944712675971607,Employed
230,5033817,F,Y,N,1,292500.0,State servant,Higher education,Married,House / apartment,-2667,0,1,0,3,0,43.863013698630134,2.7031184426636754,Employed
231,5052963,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2606,0,0,0,2,0,27.353424657534248,2.6720265768508478,Employed
232,5113159,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-2135,1,0,0,1,0,27.019178082191782,2.4185357281820647,Employed
234,5132800,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-1534,0,0,0,1,0,50.794520547945204,2.050058468928971,Employed
235,5090549,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-2531,0,0,0,2,0,41.75616438356165,2.6332957629826668,Employed
236,5054522,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-2311,0,0,0,3,0,27.435616438356163,2.516248566679188,Employed
237,5051061,F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1323,0,1,0,4,0,32.726027397260275,1.9038533384288232,Employed
238,5010707,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-5061,0,1,0,2,0,43.45753424657534,3.723674720576105,Employed
239,5028984,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,-2213,1,1,1,1,0,52.227397260273975,2.4623187646261675,Employed
240,5028615,F,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,-2152,0,1,0,1,0,29.263013698630136,2.428145467421362,Employed
241,5126034,F,Y,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-925,0,0,1,1,0,47.04383561643836,1.5919317118967338,Employed
243,5021775,F,N,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-1552,0,0,0,2,0,39.78630136986301,2.062051113459739,Employed
244,5046415,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-1569,0,1,0,2,0,39.632876712328766,2.0733138057193132,Employed
245,5065606,M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,2,0,64.35342465753425,2.313154757362086,Unemployed
246,5117314,M,N,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,-1679,0,0,0,3,0,45.56712328767123,2.1447610589527217,Employed
249,5096416,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-97,1,0,0,2,0,46.23561643835617,0.5155127783649347,Employed
250,5042286,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1222,0,0,0,1,0,29.613698630136987,1.8297391085833663,Employed
251,5050729,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-531,0,0,0,1,0,23.364383561643837,1.2061486312009582,Employed
252,5038897,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,2,0,62.701369863013696,2.313154757362086,Unemployed
254,5044935,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,-5639,0,1,0,4,0,43.90958904109589,3.9305616734117215,Employed
255,5113539,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1776,0,0,0,2,0,57.46849315068493,2.2058452857481945,Employed
256,5085990,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,59.4986301369863,2.313154757362086,Unemployed
257,5033452,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-5498,1,1,0,2,0,52.446575342465756,3.881109853976068,Employed
258,5051240,F,Y,N,0,121500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,0,0,0,1,0,63.912328767123284,2.313154757362086,Unemployed
259,5065335,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,-1935,0,1,0,2,0,26.756164383561643,2.302470382657223,Employed
260,5145978,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,-5880,0,0,0,1,0,53.52876712328767,4.013675253566971,Employed
261,5105614,F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,-460,0,0,0,4,0,33.79178082191781,1.122619246495774,Employed
262,5038845,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1569,1,1,0,2,0,46.59452054794521,2.0733138057193132,Employed
263,5105556,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-4532,0,0,0,2,0,54.25205479452055,3.5236966890134545,Employed
264,5028383,M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,-3309,0,0,0,1,0,31.07945205479452,3.0109389606329677,Employed
265,5009980,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-3873,0,0,0,2,0,56.558904109589044,3.2574466847685457,Employed
266,5062075,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,58.608219178082194,2.313154757362086,Unemployed
267,5009706,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-344,0,0,0,2,0,31.9013698630137,0.9708067539035035,Employed
268,5146463,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,-1923,0,0,0,2,0,27.350684931506848,2.29531983625048,Employed
269,5112662,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-604,0,0,0,3,0,33.61369863013699,1.2863881686909069,Employed
270,5096796,M,Y,Y,0,337500.0,Working,Higher education,Separated,House / apartment,-584,0,0,0,1,0,36.131506849315066,1.2649110640673518,Employed
271,5066843,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,46.821917808219176,2.313154757362086,Unemployed
272,5066597,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-1922,0,0,0,3,0,40.56164383561644,2.2947229516125764,Employed
273,5047704,F,N,Y,2,181048.75730622618,Working,Secondary / secondary special,Single / not married,House / apartment,-1496,0,0,0,3,0,40.320547945205476,2.0245073813118837,Employed
276,5143019,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,-622,1,1,0,2,0,32.24109589041096,1.3054154852157591,Employed
277,5118617,F,N,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-5209,0,0,0,1,0,43.205479452054796,3.77772853401516,Employed
279,5139662,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,365243,0,0,0,2,0,64.33698630136986,2.313154757362086,Unemployed
281,5125317,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2722,0,0,0,2,0,57.18904109589041,2.730848631208867,Employed
283,5038814,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-746,0,0,0,2,0,53.057534246575344,1.4296277894747136,Employed
284,5095356,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-1039,0,0,0,1,0,24.71232876712329,1.6871797007034413,Employed
285,5037266,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1322,0,0,0,1,0,32.58082191780822,1.903133681121528,Employed
286,5052865,F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-3458,1,1,0,2,0,38.0,3.0779819042255148,Employed
287,5096211,M,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-158,1,0,0,2,0,38.93424657534246,0.6579336686389952,Employed
288,5023280,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2457,0,0,0,2,0,45.75616438356165,2.5945147618225395,Employed
289,5132340,F,N,Y,2,198000.0,Commercial associate,Incomplete higher,Separated,House / apartment,-2811,0,0,0,3,0,42.865753424657534,2.7751342063067326,Employed
291,5045917,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-2026,0,0,0,2,0,46.54794520547945,2.355989162009632,Employed
292,5041073,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-188,0,0,0,2,0,49.8054794520548,0.7176827245731117,Employed
293,5149660,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-2967,0,0,0,3,0,32.657534246575345,2.851099283309452,Employed
294,5022756,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-3166,0,0,0,2,0,29.589041095890412,2.9451608789232084,Employed
295,5036562,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-5107,1,0,0,3,0,32.74794520547945,3.7405588916521295,Employed
296,5117754,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-1649,0,0,0,2,0,43.865753424657534,2.125513636554252,Employed
297,5125281,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-3694,0,0,1,3,0,44.602739726027394,3.1812808655014226,Employed
298,5149039,F,N,Y,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-3697,0,0,0,4,0,30.15890410958904,3.1825724066056487,Employed
299,5021267,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-4596,0,0,0,3,0,39.75890410958904,3.5484899354398354,Employed
300,5125166,M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-1748,0,0,0,3,0,32.794520547945204,2.1883877846237425,Employed
301,5125524,M,N,N,2,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,-5674,1,1,0,4,0,37.986301369863014,3.9427408587747754,Employed
302,5010089,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1682,0,0,0,2,0,28.23013698630137,2.1466763095730554,Employed
303,5126457,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,-196,0,0,0,2,0,46.0958904109589,0.7327934916262991,Employed
304,5142763,F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-530,0,0,0,1,0,27.454794520547946,1.205012362808178,Employed
305,5023261,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1696,0,0,0,2,0,58.087671232876716,2.1555916455733803,Employed
306,5090861,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2168,0,0,0,2,0,54.15068493150685,2.4371553145824048,Employed
307,5146123,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,0,0,0,1,0,55.156164383561645,2.313154757362086,Unemployed
308,5023410,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,59.293150684931504,2.313154757362086,Unemployed
309,5010032,M,Y,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,2,0,60.605479452054794,2.313154757362086,Unemployed
310,5118397,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1649,0,0,0,2,0,46.9972602739726,2.125513636554252,Employed
312,5069399,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1509,1,1,0,1,0,23.002739726027396,2.03328467641461,Employed
313,5008889,F,N,Y,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,-1347,0,0,0,1,0,46.61917808219178,1.9210442365817892,Employed
314,5022041,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-1405,0,0,1,2,0,27.53150684931507,1.961967142562064,Employed
315,5126124,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-227,1,1,0,2,0,41.602739726027394,0.7886176565479485,Employed
317,5050853,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-1505,0,0,0,1,0,25.994520547945207,2.0305880112009125,Employed
318,5024412,M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,-5084,0,0,0,2,0,50.90958904109589,3.732126354142859,Employed
319,5090612,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-2905,0,0,0,2,0,37.775342465753425,2.821152975219359,Employed
320,5028274,F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,-2213,0,0,0,4,0,34.87671232876713,2.4623187646261675,Employed
321,5028996,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-356,0,0,0,2,0,33.59452054794521,0.9875942819566265,Employed
322,5126322,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-1719,1,1,0,2,0,48.706849315068496,2.170158759421967,Employed
323,5053610,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-3680,0,0,0,2,0,56.40821917808219,3.175246727550777,Employed
324,5069227,F,Y,Y,0,234600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-962,0,1,0,2,0,47.47945205479452,1.6234581726537227,Employed
325,5137401,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-3000,0,0,0,1,0,47.224657534246575,2.86691089540498,Employed
326,5142812,M,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-4275,1,1,0,2,0,31.912328767123288,3.4223279748035966,Employed
327,5053114,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,65.33972602739726,2.313154757362086,Unemployed
328,5149027,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,62.45205479452055,2.313154757362086,Unemployed
329,5145869,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,0,1,0,1,0,57.47397260273973,2.313154757362086,Unemployed
330,5053354,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-110,0,0,0,2,0,50.30684931506849,0.5489716413565446,Employed
331,5087944,F,N,Y,0,72000.0,Working,Secondary / secondary special,Widow,House / apartment,-2078,1,1,0,1,0,54.583561643835615,2.3860324148953858,Employed
333,5068491,M,N,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-110,0,1,0,3,0,50.1945205479452,0.5489716413565446,Employed
334,5044860,F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,52.131506849315066,2.313154757362086,Unemployed
